Topic,Subtopic,Suggested Citation,Title/Description,Link to Video,Length of Video,Year Created,EI/ECSE Standards,DEC Recommended Practices,,
Professionalism,Advocating for Improved Child Outcomes,Center for IDEA Early Childhood Data Systems & Early Childhood Technical Assistance Center. (2019). Converting Child Outcomes Data to OSEP Progress Categories/Summary Statements[Video]. YouTube. https://www.youtube.com/watch?v=nbC-cQZ9N_0,Converting Child Outcomes Data to OSEP Progress Categories/Summary Statements: Explains how the child outcomes data that local programs collect are converted to the national data reported by the U.S.,https://www.youtube.com/watch?v=nbC-cQZ9N_0,6:12,2019,7.3,A11,,
Professionalism,Advocating for Improved Child Outcomes,"Council for Exceptional Children. (2014, June 12). I am an Advocate: Erica Cutright, Teacher & Parent [Video]. YouTube. https://www.youtube.com/watch?v=XoZC1vN2OSk&feature=emb_logo","I am an Advocate: Erica Cutright, Teacher and Parent: Erica (KY) came to ask the hard questions and advocate for equal access to content and curriculum for those who do not have their own voice.",https://www.youtube.com/watch?v=XoZC1vN2OSk&feature=emb_logo,0:43,2014,7.3,,,
Professionalism,Advocating for Improved Child Outcomes,"American Association on Intellectual and Developmental Disabilities. (n.d.). Disability as the ""Fit"" Between Environment and Personal Competencies[Video].  American Association on Intellectual and Developmental Disabilities. https://www.aaidd.org/education/video-library#.VucXgNDyaUw","Disability as the ""Fit"" Between Environment and Personal Competencies: James Thompson shares what he has learned about individuals with intellectual and developmental disabilities - they want relationships, an inviting home, meaningful education, and to contribute to their communities…just like individuals without disabilities. ",https://www.aaidd.org/education/video-library#.VucXgNDyaUw,5:47,2015,7.3,L3,,
Professionalism,Mindfulness,Early Childhood National Centers & EarlyEdU Alliance. (n.d.). Mindfulness: A Resilience Practice [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/video/mindfulness-resilience-practice,Mindfulness: A Resilience Practice: Describes how stress may impact teachers throughout their day and a few quick tips on how to improve well-being,https://eclkc.ohs.acf.hhs.gov/video/mindfulness-resilience-practice,1:34,,7.2,,,
Professionalism,Legislation and Policy,"Early CHOICES. (2020, June 12). Research, Science and Laws that Support Preschool Inclusion [Video]. YouTube. https://www.youtube.com/watch?v=06NfZSkjt0w","Research, Science and Laws that Support Preschool Inclusion: Introduction to the foundation for preschool inclusion established by research, science and laws and provides information regarding resources for further learning.",https://www.youtube.com/watch?v=06NfZSkjt0w,2:45,2020,7.4,L10,,
Professionalism,Advocating for Improved Child Outcomes,"Early CHOICES. (2020, November 18 ). ""What Advocacy Means to Me"" with Sandy Ginther [Video]. YouTube. https://www.youtube.com/watch?v=8TlwqJtvkJg&list=PLRFbj7RcOrU1eg1is9nWt-MVxz2vyg5ZQ&index=24","""What Advocacy Means to Me"" with Sandy Ginther: Sandy Ginther, parent, early childhood expert and inclusion advocate, shares her story of advocating for inclusion for her now-adult daughter who has Down syndrome.  ",https://www.youtube.com/watch?v=8TlwqJtvkJg&list=PLRFbj7RcOrU1eg1is9nWt-MVxz2vyg5ZQ&index=23,4:55,2020,2.2,F10,,
Professionalism,Reflective Practice,"Ohio Developmental Disabilities Council. (2016, May 11). Using Video as a Foundation for Reflective Supervision [Video]. YouTube. https://www.youtube.com/watch?v=JER__EAu-Vg","Using Video as a Foundation for Reflective Supervision: Jaime, a speech-language pathologist, and BJ, her supervisor, illustrate how they use video as a foundation for reflective supervision. BJ and Jaime review and reflect on a video that Jaime shared of a virtual home visit to better support Jaime’s coaching practices.",https://www.youtube.com/watch?v=JER__EAu-Vg,5:50,2016,7.2,L9,,
Professionalism,Self-Reflection,"Colorado Department of Education. (2021, July 30). Using Video for Self-Reflection [Video]. YouTube. https://www.youtube.com/watch?v=d47zZ-i0h24","Using Video for Self-Reflection: Megan Klish Fibbe, a physical therapist, shares her experience of using video to reflect on her interactions with a family during a home visit. Viewing the video was an opportunity for self-reflection and change. ",https://www.youtube.com/watch?v=d47zZ-i0h24,1:41,2009,7.2,L9,,
Professionalism,Legislation and Policy,"EITP Illinois. (2018, June 26). IDEA Advocacy: Protecting the Parent School Relationship [Video]. YouTube. https://www.youtube.com/watch?v=_2OxTRUeFj4",IDEA Advocacy: Protecting the Parent School Relationship: Reviews the key aspects of IDEA as well as Section 504  and ADA.,https://www.youtube.com/watch?v=_2OxTRUeFj4,1:15:32 Begin at 11:42,2018,7.4,L10,,
Professionalism,IEP,"Indiana IEP Resource Center. (2018, February 2021). Focus on Inclusion 2018 Interview with Dan Habib [Video]. YouTube. https://www.youtube.com/watch?v=3LmJAznopAY","Focus on Inclusion 2018 Interview with Dan Habib: Documentary producer, Dan Habib, is interviewed by the IEP Resource Center at the 2018 Focus on Inclusion Conference. ",https://www.youtube.com/watch?v=3LmJAzNopAY,5:50,2018,6.6,E1,,
Professionalism,Diversity and Equity,"Learning for Justice. (2010, July 17). Introduction to Culturally Relevant Pedagogy [Video]. YouTube. https://www.youtube.com/watch?v=nGTVjJuRaZ8","Introduction to Culturally Relevant Pedagogy: Education experts Jackie Jordan Irvine, Geneva Gay and Kris Gutierrez explain how to make culturally relevant pedagogy a reality in your classroom.",Introduction to Culturally Relevant Pedagogy (youtube.com),4:39,2010,5.1,,,
Professionalism,Adversity,National Scientific Council on the Developing Child. (2016). The Case for Science-Based Innovation in Early Childhood [Video]. Center for the Developing Child Harvard University. https://developingchild.harvard.edu/resources/the-case-for-science-based-innovation-in-early-childhood/,The Case for Science-Based Innovation in Early Childhood: Describes the mission of the Center on the Developing Child and its vision for using science to innovate in the early childhood field and fundamentally change the lives of children facing adversity.,https://developingchild.harvard.edu/resources/the-case-for-science-based-innovation-in-early-childhood/,3:00,2016,1.2,L3,,
Professionalism,Inclusion,"NW Disability Support. (2012, April 2). We All Belong [Video]. YouTube. https://www.youtube.com/watch?v=AFoLsYDQzzY","We All Belong: A documentary film exploring the issues of belonging and diversity in our classrooms. It profiles real parents and the dreams and fears they share. This film is a frank discussion of civil, human, and educational rights and offers a window into best practices and the struggle families face to achieve inclusion for their children.",https://www.youtube.com/watch?v=AFoLsYDQzzY,14:30,2012,6.6,INS4,,
Professionalism,Advocating for Improved Child Outcomes,"Office of Special Education and Rehabilitative Services (OSERS). (2016, October 6). Ann Turnbull Celebrates the 30th Birthday of Idea Part B, Section 619, and IDEA Part C [Video]. YouTube. https://www.youtube.com/watch?v=iZc5FEUw10g","Ann Turnbull Celebrates the 30th Birthday of IDEA: Ann Turnbull presents a historical perspective on public law as a parent of a child with a disability, an advocate & educator",https://youtu.be/iZc5FEUw10g,6:21,2016,7.3,L5,,
Professionalism,Advocating for Improved Child Outcomes,"Open Society Foundations. (2013, December 9). Early Childhood Intervention and the Power of Family [Video]. YouTube. https://www.youtube.com/watch?v=3GAHmiI1K64",Early Childhood Intervention and the Power of Family : Professionals around the world discuss the value and importance of early intervention and the power families hold in supporting their children's learning and development. ,https://www.youtube.com/watch?v=3GAHmiI1K64,7:33,2013,7.3,,,
Professionalism,Academic and Personnel Standards ,"Parikshak, S. & Bryans, A. (n.d.) Head Start Performance Standards: Children with Disabilities [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/policy/showcase/disabilities ","Head Start Performance Standards: Children with Disabilities: Discover how the new HSPPS address services to children with disabilities. Sangeeta Parikshak and Amanda Bryans describe the new Standards for the full inclusion and participation of children with disabilities in all program activities, including but not limited to children eligible for services under the Individuals with Disabilities Education Act (IDEA).",https://eclkc.ohs.acf.hhs.gov/policy/showcase/disabilities,9:49,,7.4,L10,,
Professionalism,Advocating for Improved Child Outcomes,"Partnership for People with Disabilities at Virginia Commonwealth University. (2015). Brandon's Story, A Mother's Voice [Video]. Virginia Early Intervention Professional Development. https://www.veipd.org/main/videos.html","Brandon’s Story, A Mother’s Voice: This Telly Award winning video features Brandon’s mother as she talks about the importance and impact of early intervention on her son’s life and on her family. You will also hear from Brandon, who is a teenager and talented musician.",https://www.veipd.org/main/videos.html,8:15,2015,7.3,L5,,
Professionalism,Advocating for Improved Child Outcomes,Partnership for People with Disabilities at Virginia Commonwealth University. (n.d.).  Inclusion Mean Everyone [Video].  Virginia Early Intervention Professional Development Center. https://sites.google.com/a/vcu.edu/early-intervention-video-library/inclusive-practices,"Inclusion Means Everyone: Speakers focus on the importance of all children, from infancy on through adulthood, being fully included in all aspects of family and community life.",https://youtu.be/rEr-0vuC1gM,3:15,2013,7.3,,,
Professionalism,Advocating for Improved Child Outcomes,"TED [TEDx Talks]. (2016, October 19). Jenna Kanell: A Bee Showed Me That Limits are Lies [Video]. YouTube. https://www.youtube.com/watch?v=Bm-7_wAz8yM","A Bee Showed Me That Limits Are Lies | Jenna Kanell: Explores the question ""What would we be capable of, if no one told us we had limitation?""",https://www.youtube.com/watch?v=Bm-7_wAz8yM,13:30,2016,7.3,,,
Professionalism,Diversity and Equity ,"TED. (2016, April 20). Joshua Bingwa: What Makes Us Different [Video]. YouTube. https://www.youtube.com/watch?v=3WKlaMJaE0g","What Makes Us Different: Thirteen-year-old Joshua Bingwa from Kenya uses nature, specifically a bee, to discuss similarities and differences of “humans” and other living things.  ",https://www.youtube.com/watch?v=3WKlaMJaE0g,6:09,2016,5.1,,,
Professionalism,Presuming Competence,"TEDx Talks. (2016, March 11). Under the Table - The Importance of Presuming Competence [Video]. YouTube. https://www.youtube.com/watch?v=AGptAXTV7m0","Under the Table - The Importance of Presuming Competence: Shelley Moore shares a story of how our assumptions influence not only how we act, but how we treat others. Diversity is a strength, and to truly move inclusion forward, presuming competence is essential. Although, Shelley's story is of a school-aged child, her message is very relevant to individuals of all ages. ",https://www.youtube.com/watch?v=AGptAXTV7m0,15:11,2016,1.3,A4,,
Professionalism,Legislation and Policy,The Center to Mobilize Early Childhood Education. (2010). Foundations of Inclusion Birth to Five [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/foundations-of-inclusion-birth-to-five/,"CONNECT Video: Foundations of Inclusion Birth to Five: This video presents the historical, legal and research foundations related to early childhood inclusion.",https://connectmodules.dec-sped.org/connect-modules/resources/videos/foundations-of-inclusion-birth-to-five/,13:46,2010,7.4,F9,,
Professionalism,Legislation and Policy,"VEIPD Videos. (2017, July 17). IDEA, Part C (Overview) [Video]. Youtube. https://www.youtube.com/watch?v=mHkLUp52vZ0","IDEA Part C (Overview): This video provides an overview of Part C of the Individuals with Disabilities Education Act (2004), as well as the history behind the current authorization of IDEA. ",https://www.youtube.com/watch?v=mHkLUp52vZ0,7:21,2017,7.4,L10,,
Professionalism,Advocating for Improved Child Outcomes,"Wehmeyer, M. (n.d.). History of the Disability Movement in the United States [Video]. American Association on Intellectual and Developmental Disabilities. https://www.aaidd.org/education/video-library#.VucXgNDyaUw","History of the Disability Movement in the United States:  Michael Wehmeyer, University of Kansas professor, shares the history of disability rights in the United States and the three major shifts in the disability movement: Professional Movement, Parent Movement, and Self-Determination Movement. ",https://www.aaidd.org/education/video-library#.VucXgNDyaUw,9:48,2015,7.3,,,
Professionalism,Advocating for Improved Child Outcomes ,"ZERO TO THREE. (2022, May 3). State of Babies Yearbook: 2022 Briefing [Video]. Youtube. https://www.youtube.com/watch?v=mO-doTXl5Pk&t=17s","State of Babies Yearbook 2022: Time for a Change. Explore key findings from the 2022 State of Babies Yearbook with ZERO TO THREE’s Chief Policy Officer, Miriam Calderón.",State of Babies Yearbook: 2022 Briefing (youtube.com),6:59,2022,7.3,,,
Professionalism,Recommended Practices,"Colorado Department of Education. (2014, September 30). DEC Recommended Practices 2014 [Video]. YouTube. https://www.youtube.com/watch?v=KhqerY2e5mE",DEC Recommended Practices 2014: This video offers an overview of the new DEC Recommended Practices. ,https://www.youtube.com/watch?v=KhqerY2e5mE,2:43,2014,7.1,L4,,
Professionalism,Advocating for Improved Child Outcomes,"DEC CEC. (2015, April 28). Sharing the Knowledge with Families [Video]. YouTube. https://www.youtube.com/watch?v=vl435YLMIok",Sharing the Knowledge: Various experts in the field discuss how the DEC RPs communicate to families what to expect from practitioners and the field of early intervention/ early childhood. Sharing the DEC RPs with families is an important tool in strengthening their role in supporting their child's learning and development. ,https://www.youtube.com/watch?v=vl435YLMIok,3:00,2015,7.3,L5,,
Professionalism,Application of Personnel Standards,"DEC CEC. (2016, January 19). Evidence Syntheses of the DEC Recommended Practices [Video]. YouTube. https://www.youtube.com/watch?v=D56HhWozXhM","Evidence Syntheses of the DEC Recommended Practices: Three sources informed the DEC Recommended Practices: empirical evidence available for each practice, knowledge gained through experience and validation activities with stakeholders.",https://www.youtube.com/watch?v=D56HhWozXhM,3:51,2016,7.2,L9,,
Social Emotional,Social Emotional,"Pyramid Model. (2018, May 17). Practical Strategies for Teaching Social Emotional Skills [Video]. YouTube. National Center for Pyramid Model Innovations (NCPMI). https://www.youtube.com/watch?v=jVqjF7BDsnw","Practical Strategies for Teaching Social Emotional Skills: Highlights strategies and approaches that early childhood personnel and families can use to systematically target social emotional supports that build young children’s skills in a variety of areas including making friends, problem solving, asking an adult for help, talking about feelings, and managing their emotions. The strategies rely on a 3-stage approach to supporting young children’s social emotional development by (1) introducing and practicing a skill, (2) building fluency and competency with a skill, and (3) ensuring there is maintenance of a skill. Multiple examples are provided of early childhood personnel demonstrating how to introduce a skill using a variety of tools, practice a skill through planned and unscripted activities, and maintain the skill by recognizing children for using the skill on their own.",https://www.youtube.com/watch?v=jVqjF7BDsnw,5:03,2018,1.2,INS2,,
Teaming,Coaching,"American Speech-Language-Hearing Association. (2016, October 6). Using Coaching Strategies to Engage With Families in an Early Intervention Context [Video].  YouTube. https://www.youtube.com/watch?v=dJvriZEZfkI","Using Coaching Strategies to Engage With Families in an Early Intervention Context: Overview of federal regulations, ECTA Center key principals and ASHA guidelines in relation to service delivery. Review of coaching elements and strategies to support practitioners team with families and other individuals that are meaningful in children's lives. A home visit is shared where the practitioner implements some of the coaching strategies with a mom. ",https://www.youtube.com/watch?v=dJvriZEZfkI,9:01,2016,3.2,INS13,,
Teaming,Teaming with Families / IEP,American Speech-Language-Hearing Association. (2023). Interprofessional Education/Interprofessional Practice (IPE/IPP) [Video]. YouTube. https://www.youtube.com/watch?v=sR82_QA623A,Interprofessional Education/Interprofessional Practice (IPE/IPP): Practitioners from varying disciplines demonstrate the competencies needed to develop an IEP. Benefits for both the child and professionals are discussed as are the challenges of working as a team. ,https://www.youtube.com/watch?v=sR82_QA623A,3:25,2023,3.1,TC2,,
Teaming,Collaborating and Teaming with Families,"American-Speech-Language-Hearing Association. (2015, February 12). Positive Experiences with Inpterprofessional Collaborative Practice [Video]. YouTube. https://www.youtube.com/watch?v=dmJ9TeocGg4",Positive Experiences with Interprofessional Collaborative Practice: A mom discusses her positive experience when individual providers connect with each other and collaborate with strategies. She also discusses her transition from early intervention to the school setting. ,https://www.youtube.com/watch?v=dmJ9TeocGg4,4:31,2015,3.1,TC2,,
Teaming,Principles of Family-Centered Best Practice,"Anh V. (2017, September 30). From Home to Classroom [Video]. YouTube. https://www.youtube.com/watch?v=JSVVcH4gB0A",From Home to Classroom: This video shows a simulation of the the parent and practitioner interactions and assumptions from each.,https://www.youtube.com/watch?v=JSVVcH4gB0A,8:58,2017,2.1,INS5,,
Teaming,Primary Service Provider,"Tricia Catalino. (2013, January 15). Primary Service Provider Panel Discussion [Video]. YouTube. https://www.youtube.com/watch?v=k4_KoNa9-WE",Primary Service Provider Panel Discussion: A panel of physical therapists discuss the primary service provider teaming approach in early intervention. ,https://www.youtube.com/watch?v=k4_KoNa9-WE,17:16,2013,3.1,TC5,,
Teaming,Service Coordinator,FGRBI. (2017). Setting the Stage for FGRBI- The Role of the Service Coordinator [Video]. Vimeo. https://vimeo.com/223316705,Setting the Stage for FGRBI - The Role of the Service Coordinator: Service coordinators describe how they set the stage for families beginning intervention by describing FGRBI and by supporting families to identify key routines and priorities.,https://vimeo.com/223316705,4:15,2017,2.3,F5,,
Teaming,Collaborating and Teaming with Families,"Colorado Department of Education. (2015, February 3). Finley's Parent-Teacher Conference [Video]. YouTube. https://www.youtube.com/watch?v=_ll_hUMrE0s","Finley's Parent- Teacher Conference: A parent-teacher conference for which the meeting occurred during the half hour before preschool began.  The mom brought two of her children, her preschooler and infant, along with her.  The video illustrates a variety of practices, including using engaging open-ended questions, active listening, positive ways to share information with families, having strengths-based discussions, and sharing photo and video documentation with families. ",https://www.youtube.com/watch?v=_ll_hUMrE0s&feature=emb_logo  https://youtu.be/_ll_hUMrE0s,11:03,2010,3.1,TC2,,
Teaming,Developing IEP,"Colorín Colorado. (2019). Building upon students strengths: The ""Can Do"" Approach [Video]. Colorín Colorado. https://www.colorincolorado.org/video/building-upon-student-strengths-can-do-approach","Building upon Students Strengths: The “Can Do” Approach: Lynn, a researcher and ELL Standards specialist at WIDA, discusses building on student’s strengths, interests, and preferences to plan instruction.  ",https://www.colorincolorado.org/video/building-upon-student-strengths-can-do-approach,1:27,2019,6.6,INS1,,
Teaming,Collaborating and Teaming with Families,"CT Birth 23. (2010, October 7). Early Intervention Home Visits [Video]. YouTube. https://www.youtube.com/watch?v=8fOJGmIdj0c","Early Intervention Home Visits: Illustrates what families can expect during a home visit, how children learn best, the primary provider model, parent coaching, and typical daily routines. ",https://www.youtube.com/watch?v=8fOJGmIdj0c,11:45,2010,3.2,TC5,,
Teaming,Coaching,"Early Childhood Technical Assistance Center. (2017, May-August). Learning Lab: Coaching for Practice Change: Session 1 Part 2: Live Coaching with Denise Binder [Video]. Early Childhood Technical Assistance Center. https://ectacenter.org/~calls/2017/learninglab.asp",Learning Lab: Coaching for Practice Change: Session 1 Part 2: Live Coaching with Denise Binder: Reviews key elements of the live coaching  and practice-based coaching models. Highlights the importance of a  teacher-coach agreement.  ,https://ectacenter.org/~calls/2017/learninglab.asp,10:24,2017,3.2,TC2,,
Teaming,Coaching,"Early Childhood Technical Assistance Center. (2017, May-August). Learning Lab: Coaching for Practice Change: Session 1 Part 3: Home Visiting with Juliann Woods [Video]. Early Childhood Technical Assistance Center. https://ectacenter.org/~calls/2017/learninglab.asp","Learning Lab: Coaching for Practice Change: Session 1 Part 3: Home Visiting with Juliann Woods:  Review of three practice-based coaching approaches/strategies and how they fit together: Family Guided Routine Based Intervention (FGRBI), Distance Mentoring Model (DMM), and SS-OO-PP-RR (setting the stage, observation and opportunities to embed, problem solving and planning, reflection and review). ",https://ectacenter.org/~calls/2017/learninglab.asp,11:47,2017,3.2,TC2,,
Teaming,Coaching,"Dianne Heverly. (2018, October 1). Families Front and Center: The power of Coaching [Video]. YouTube. https://www.youtube.com/watch?v=hvTMbE9oe1o",Families Front and Center: The Power of Coaching: A developmental vision specialist describes how she used video recordings of her early intervention home visits as a foundation for self-reflection and refinement of her practice.,https://www.youtube.com/watch?v=hvTMbE9oe1o,5:22,2018,3.1,TC2,,
Teaming,Collaborating and Teaming with Families,FGRBI. (2014). A Home Visit with Kiyah’s Family (Using Family Guided Routines Based Intervention) [Video]. Vimeo. https://vimeo.com/113852064,"A Home Visit with Kris and Kiyah: Special education teacher Peg joins Kiyah and her father, Kris on a home visit. Peg supports Kris to embed opportunities for Kiyah to learn and participate in the family's everyday activities such as getting ready for childcare and taking a walk.",https://vimeo.com/113852064,10:52,2014,2.3,F5,,
Teaming,Coaching,"UNM HSC CDD. (2017, December 7). A Home Visit with Hailey's Family: Learning to Coach with FGRBI [Video]. Vimeo. https://vimeo.com/246306003",A Home Visit with Hailey's Family: Learning to Coach with FGRBI: An early interventionist describes her work with Hailey and her parents. She describes her transition to using a coaching approach called SS-OO-PP-RR and the benefits of coaching with Family Guided Routines Based Intervention.,https://vimeo.com/246306003,10:56,2017,3.2,TC2,,
Teaming,Coaching,"UNM HSC CDD. (2018, January 9). Using Video Technology to Enhance Coaching in Early Intervention [Video]. Vimeo. https://vimeo.com/250314780","Using Video Technology To Enhance Coaching In Early Intervention: lllustrates early intervention practitioners video record their home visits, post the videos to a private video sharing and collaboration platform, and receive coaching on their application of new practices. ",https://vimeo.com/250314780,6:37,2018,3.2,TC2,,
Teaming,Reflective Practice,"UNM HSC CDD. (2016, April 11). Using Video to Enhance Family Support and Reflective Practice [Video]. Vimeo. https://vimeo.com/162439545",Using Video to Enhance Family Support and Reflective Practice: An early intervention practitioner discusses how she used video to enhance services she provided to a family and reflect on her practices.,https://vimeo.com/162439545,5:49,2016,3.2,INS13,,
Teaming,Coaching,"Colorado Department of Education. (2011, July 30). Using Video Reflection and Coaching at SD27J [Video]. YouTube. https://www.youtube.com/watch?v=8u185n5G5rA","Using Video Reflection and Coaching at SD27J Preschool: Description of how video is used for self-reflection and coaching at a Preschool in Brighton, CO.",https://www.youtube.com/watch?v=8u185n5G5rA,5:48,2011,3.2,TC1,,
Teaming,Coaching,"Ohio Developmental Disabilities Council. (2016, May 11). Using Instant Messaging and Video for Just-In-Time Support [Video]. YouTube. https://www.youtube.com/watch?v=4Q_Ts4fmCnk","Using Instant Messaging and Video for Just-In-Time Support: Lauren, a parent, and Ginger, her daughter’s speech-language pathologist, illustrate how Lauren shares video with Ginger via text messaging for “just-in-time” feedback and coaching.",https://www.youtube.com/watch?v=4Q_Ts4fmCnk,4:30,2016,3.1,INS3,,
Teaming,Video conferencing,"Ohio Developmental Disabilities Council. (2016, May 11). Using Video and Video Conferencing to Enable Team Meetings over Distances [Video]. YouTube. https://www.youtube.com/watch?v=Xl7sCZG9F9M",Using Video and Video Conferencing to Enable Team Meetings over Distances: This video illustrates several ways that video and video conferencing are being used to enhance supports for families and team functioning.,https://www.youtube.com/watch?v=Xl7sCZG9F9M,6:35,2016,3.1,TC1,,
Teaming,Video conferencing,Ohio Developmental Disabilities Council. (2016). Using FaceTime to Enhance Team Collaboration [Video]. YouTube. https://www.youtube.com/watch?v=CP4Ysbbvt_E,"Using FaceTime to Enhance Team Collaboration: Kate, a physical therapist, and Lori, a developmental specialist, illustrate how video conferencing is being used to help practitioners who work in different locations better collaborate to support families.",https://www.youtube.com/watch?v=CP4Ysbbvt_E,4:50,2016,3.1,TC1,,
Teaming,Coaching,"EITP Illinois.  (2017, July 17). Coaching Families of Young Children with Disabilities: What it is and How it Works - Part 1 [Webinar]. YouTube. https://www.youtube.com/watch?v=iqoTKtKvuFQ&list=PL7F9l-VZdRS_FoEefAwejgOPwAc6J7QQg&index=1 ","Coaching Families of Young Children with Disabilities: What it is and How it Works - Part 1: In part one of this two part webinar series, the importance of engaging families and the foundation for coaching families is discussed.  Key principals of early intervention, DEC family recommended practices, and adult learning characteristics are reviewed. ",https://www.youtube.com/watch?v=iqoTKtKvuFQ&list=PL7F9l-VZdRS_FoEefAwejgOPwAc6J7QQg,1:08,2017,3.2,INS13,,
Teaming,IFSP,"EITP Illinois. (2010, October 1). The ""IFSP"" Video [Video]. YouTube. https://www.youtube.com/watch?v=SLgbOeEEaRM","The ""IFSP"" Video: An example of an IFSP meeting that does not align with IDEA, EI/ESCE Standards or DEC RPs. Review of what should not take place is discussed. ",https://www.youtube.com/watch?v=SLgbOeEEaRM,6:41,2010,2.3,F4,,
Teaming,Collaborating and Teaming  ,"EITP Illinois. (2016, February 8). Transition from Early Intervention to Early Childhood: What do I need to know? [Video].  YouTube. https://www.youtube.com/watch?v=irrfIQTZGxk&list=PL7F9l-VZdRS8in345ayGuQ8pr6RDGT8L1","Transition from Early Intervention to Early Childhood: What do I need to know?: Webinar explores Part C and Part B of IDEA 2004 with emphasis on transition, evaluation, and eligibility;  strategies that facilitate successful transitions; and  strategies to support families through the transition from early intervention. ",https://www.youtube.com/watch?v=irrfIQTZGxk&list=PL7F9l-VZdRS8in345ayGuQ8pr6RDGT8L1,1:17:41 Begin at 5:55,2016,2.3,TR1,,
Teaming,Coaching,"EITP Illinois. (2017, July 17). Coaching Families of Young Children with Disabilities: What it is and How it Works - Part 2 [Video]. YouTube. https://www.youtube.com/watch?v=eIzAsdnFUqI&list=PL7F9l-VZdRS_FoEefAwejgOPwAc6J7QQg","Coaching Families of Young Children with Disabilities: What it is and How it Works - Part 2: In part two of this two part webinar series, strategies for coaching and collaborating with families in early intervention to support their children's development is discussed.  DEC family recommended practices, the foundation of coaching and the benefits of coaching are also reviewed.",https://www.youtube.com/watch?v=eIzAsdnFUqI&list=PL7F9l-VZdRS_FoEefAwejgOPwAc6J7QQg,1:21,2017,3.2,INS13,,
Teaming,Tele-practice,"Family, Infant and Preschool Program. (2020). Providing Early Intervention Services Through Distance Technology. North Carolina Department of Health and Human Services [Video]. https://www.assurethefuture.org/tele-intervention.html","Providing Early Intervention Services Through Distance Technology: Illustrates how practitioners can use tele-intervention while social distancing and includes an overview of system requirements, how to plan a visit, the three parts of a virtual visit, and what conducting a tele-intervention visit looks like in action. ",https://www.assurethefuture.org/tele-intervention.html,19:59,2020,3.1,TC2,,
Teaming,Coaching,Foundations of Coaching in Early Childhood. (n.d.). Foundations of Coaching in Early Childhood: Partnering with Parents and Professionals: Chapter 2: Joint Planning[Video]. The Hartford Foundation for Public Giving. https://www.hfpg.org/foundations-of-coaching-in-early-childhood,Foundations of Coaching in Early Childhood: Partnering with Parents and Professionals: Chapter 2: Joint Planning: Showcases joint planning during early intervention visits with families and teachers. ,https://www.hfpg.org/foundations-of-coaching-in-early-childhood,4:43,,3.1,TC2,,
Teaming,Coaching,Foundations of Coaching in Early Childhood. (n.d.). Foundations of Coaching in Early Childhood: Partnering with Parents and Professionals: Chapter 3: Observation [Video]. The Hartford Foundation for Public Giving. https://www.hfpg.org/foundations-of-coaching-in-early-childhood,Foundations of Coaching in Early Childhood: Partnering with Parents and Professionals: Chapter 3: Observation: Illustrates when observation happens and how it is used to support families and teachers.,https://www.hfpg.org/foundations-of-coaching-in-early-childhood,1:53,,3.1,A6,,
Teaming,Coaching,Foundations of Coaching in Early Childhood. (n.d.). Foundations of Coaching in Early Childhood: Partnering with Parents and Professionals: Chapter 4: Action/ Practice [Video]. The Hartford Foundation for Public Giving. https://www.hfpg.org/foundations-of-coaching-in-early-childhood,Foundations of Coaching in Early Childhood: Partnering with Parents and Professionals: Chapter 4: Action/Practice: Describes the importance of action/practice and using new skills in real life contexts. ,https://www.hfpg.org/foundations-of-coaching-in-early-childhood,3:17,,3.1,F4,,
Teaming,Coaching,Foundations of Coaching in Early Childhood. (n.d.). Foundations of Coaching in Early Childhood: Partnering with Parents and Professionals: Chapter 5: Reflection [Video]. The Hartford Foundation for Public Giving. https://www.hfpg.org/foundations-of-coaching-in-early-childhood,"Foundations of Coaching in Early Childhood: Partnering with Parents and Professionals: Chapter 5: Reflection: Describes the importance of facilitating the coachee to reflect. Identifies four different types of questions to promote reflection: awareness, analysis, alternatives, and action questions. ",https://www.hfpg.org/foundations-of-coaching-in-early-childhood,3:51,,3.1,INS1,,
Teaming,Coaching,Foundations of Coaching in Early Childhood. (n.d.). Foundations of Coaching in Early Childhood: Partnering with Parents and Professionals: Chapter 6: Feedback [Video]. The Hartford Foundation for Public Giving. https://www.hfpg.org/foundations-of-coaching-in-early-childhood,"Foundations of Coaching in Early Childhood: Partnering with Parents and Professionals: Chapter 6: Feedback: Discusses four different types of feedback (affirmative, evaluative, informative, directive).",https://www.hfpg.org/foundations-of-coaching-in-early-childhood,3:28,,3.1,TC1,,
Teaming,Coaching,"Gabe Fremuth. (2015, July 27). Dathan and M'Lisa Top Ten Misconceptions of Coaching [Video]. YouTube. https://www.youtube.com/watch?v=LhbzZh27SZY","Dathan and M'Lisa Top Ten Misconceptions of Coaching: Highlights misconceptions practitioners have about coaching, and provides research that supports coaching methods. ",https://www.youtube.com/watch?v=LhbzZh27SZY,21:26,2015,3.2,INS13,,
